# of unique users,# of unique languages,total # of mentions,average mentions/tweet,# of tweets with mentions,total # of urls,average urls/tweet,# of tweets with urls,# of tweet with photots,# of tweet with replies,# of tweet with retweets,# of tweet with likes,# of tweet with hashtags
77,2,24,0.16901408450704225,19,76,0.5352112676056338,72,9,30,27,52,41
