id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1079872344510947328,1079872344510947328,2018-12-31 14:50:04 PST,2018-12-31,14:50:04,-0700,50045914,theagilecraft,AgileCraft,,Embracing #agile development: Don't let technical debt get in the way of innovation  https://t.co/3VRXrfdPFD,en,[],['http://ow.ly/gDjx30n7OLI'],[],0,0,0,['agile'],[],https://twitter.com/TheAgileCraft/status/1079872344510947328,False,,0,,,,,,,,[],,,,
1079872344292818944,1079872344292818944,2018-12-31 14:50:04 PST,2018-12-31,14:50:04,-0700,50045914,theagilecraft,AgileCraft,,Embracing #agile development: Don't let technical debt get in the way of innovation   https://t.co/5mkjNBPA6m,en,[],['http://ow.ly/RZg030n7OGK'],[],0,0,0,['agile'],[],https://twitter.com/TheAgileCraft/status/1079872344292818944,False,,0,,,,,,,,[],,,,
1079863626868113408,1079863626868113408,2018-12-31 14:15:26 PST,2018-12-31,14:15:26,-0700,809012881748533248,star_cio,StarCIO,,"Driving Digital New Year's Resolutions by @NYIke  * Develop relationships, then drive change * Ensure 30% of the agile backlog is addressing technical debt   https://t.co/u4Z08CYzdc  #DigitalTransformation #CIO #Agile  https://t.co/hz2MHbcmSd",en,"[{'screen_name': 'nyike', 'name': 'isaac sacolick', 'id': '16693331'}]",['http://bit.ly/2BWb75Y'],['https://pbs.twimg.com/media/DvxyPqVWoAAuZsZ.jpg'],0,3,1,"['digitaltransformation', 'cio', 'agile']",[],https://twitter.com/star_cio/status/1079863626868113408,False,,1,https://pbs.twimg.com/media/DvxyPqVWoAAuZsZ.jpg,,,,,,,[],,,,
1079850436306309120,1079850436306309120,2018-12-31 13:23:01 PST,2018-12-31,13:23:01,-0700,14100646,qcon,QCon Software Development Conferences 2006-2021,,".@Lethain talks about why migrations are the only mechanism to effectively manage technical debt as their company and code grow. Find out what makes running them so hard, and discover a repeatable approach to running them effectively. #QConSF @InfoQ  https://t.co/55L5qMcTcN  https://t.co/lGG47pmTcT",en,"[{'screen_name': 'lethain', 'name': 'will larson', 'id': '2330381'}, {'screen_name': 'infoq', 'name': 'infoq', 'id': '14073560'}]",['https://bit.ly/2rG5t3a'],['https://pbs.twimg.com/media/DvxmP25XQAUvwN3.jpg'],0,0,1,['qconsf'],[],https://twitter.com/QCon/status/1079850436306309120,False,,1,https://pbs.twimg.com/media/DvxmP25XQAUvwN3.jpg,,,,,,,[],,,,
1079833368957718528,1079833368957718528,2018-12-31 12:15:12 PST,2018-12-31,12:15:12,-0700,1534242811,mmesarina,Malena mesarina,,Accruing debt lets us borrow time: we’re choosing to develop product quickly when a better path is available but would take longer. But while you're used to dealing with technical debt—don't forget about design debt.  https://t.co/SFZBkksMQy,en,[],['https://www.designmap.com/design-debt/?utm_source=StellarPeers'],[],0,0,0,[],[],https://twitter.com/mmesarina/status/1079833368957718528,False,,0,,,,,,,,[],,,,
1079830339550355456,1079830339550355456,2018-12-31 12:03:09 PST,2018-12-31,12:03:09,-0700,158759728,tracker_td,Tracker,,"I think I'm gonna open commissions again at the start of the year, this time probably through Ko-Fi for easiness sake  being £350 in debt is not fun, turns out",en,[],[],[],1,1,2,[],[],https://twitter.com/Tracker_TD/status/1079830339550355456,False,,0,,,,,,,,[],,,,
1079815723139108864,1079815723139108864,2018-12-31 11:05:05 PST,2018-12-31,11:05:05,-0700,14803550,mlevison,Mark Levison Fully vaxed Moderna #Science (He/Him),,Technical Debt and Product Success  https://t.co/dVzcX2tVMk,en,[],['http://bit.ly/2Eeypb5'],[],0,0,0,[],[],https://twitter.com/mlevison/status/1079815723139108864,False,,0,,,,,,,,[],,,,
1079808322298101760,1079808322298101760,2018-12-31 10:35:40 PST,2018-12-31,10:35:40,-0700,4284199163,_karimatounsya,Brittney Bond,,Technical Debt Explained (x-post r/Eve)  https://t.co/YNBunQOX1N,en,[],['http://bit.ly/2Ar8iKe'],[],0,0,0,[],[],https://twitter.com/_KarimaTounsya/status/1079808322298101760,False,,0,,,,,,,,[],,,,
1079795576177332224,1079795576177332224,2018-12-31 09:45:01 PST,2018-12-31,09:45:01,-0700,732225030,karenfukumura,Karen Fukumura,,"From @AmerBanker, the top #banking stories of 2018  1 - consumer debt is at an all-time high 2 - Regulators fine U.S. Bank more than $600M for AML errors 3 - TD Bank fumbles online banking upgrade  https://t.co/sfqtMruY6y",en,"[{'screen_name': 'amerbanker', 'name': 'american banker', 'id': '26755480'}]",['https://www.americanbanker.com/list/the-top-banking-stories-of-2018'],[],0,1,0,['banking'],[],https://twitter.com/karenfukumura/status/1079795576177332224,False,,0,,,,,,,,[],,,,
1079786932606042112,1079786932606042112,2018-12-31 09:10:40 PST,2018-12-31,09:10:40,-0700,408742997,_bablo_,Lolade,,Been dealing with technical debt since 2016. Think 2019 is the year I refactored the code,en,[],[],[],0,0,0,[],[],https://twitter.com/_bablo_/status/1079786932606042112,False,,0,,,,,,,,[],,,,
1079780594802937856,1079780594802937856,2018-12-31 08:45:29 PST,2018-12-31,08:45:29,-0700,16693331,nyike,Isaac Sacolick,,"Driving Digital New Year's Resolutions  * Develop relationships, then drive change * Ensure 30% of the agile backlog is addressing technical debt   https://t.co/98nKy81Evi  #DigitalTransformation #CIO #Agile  https://t.co/0rkC4mUT2t",en,[],['http://bit.ly/2BWbmxU'],['https://pbs.twimg.com/media/Dvwmui_WwAEploz.jpg'],0,2,2,"['digitaltransformation', 'cio', 'agile']",[],https://twitter.com/nyike/status/1079780594802937856,False,,1,https://pbs.twimg.com/media/Dvwmui_WwAEploz.jpg,,,,,,,[],,,,
1079780104778190848,1079743227576627200,2018-12-31 08:43:32 PST,2018-12-31,08:43:32,-0700,2620495344,jaesf,Jacob Eliosoff,,@gavinandresen What are examples of refactorings/cleanups that would make the LN work less painful &amp; reduce its technical debt?,en,[],[],[],3,0,1,[],[],https://twitter.com/JaEsf/status/1079780104778190848,False,,0,,,,,,,,"[{'screen_name': 'gavinandresen', 'name': 'Gavin Andresen', 'id': '143053926'}]",,,,
1079776801205891074,1079148047257395200,2018-12-31 08:30:25 PST,2018-12-31,08:30:25,-0700,3231100939,marriedacarrot,RCB 🌱🥑,,"@GetItDoneGuy @LlcSiver @uxresearch If a surgeon prioritizes saving a life over minimizing scarring because she's operating in the ER or in a battlefield, we would accept it. Technical debt and kludgy interfaces are the scar tissue of MVPs.",en,[],[],[],0,0,1,[],[],https://twitter.com/marriedacarrot/status/1079776801205891074,False,,0,,,,,,,,"[{'screen_name': 'GetItDoneGuy', 'name': 'Stever Robbins', 'id': '3304329857'}, {'screen_name': 'LlcSiver', 'name': 'Siver Solutions LLC', 'id': '1043366418253864960'}, {'screen_name': 'uxresearch', 'name': 'Veevi Rosenstein 🤗', 'id': '23095264'}]",,,,
1079773866354987008,1079773866354987008,2018-12-31 08:18:45 PST,2018-12-31,08:18:45,-0700,285128155,docdee16v,Werner Shilunga,,"2018 - Commenced with telco commercial operations with free Wi-Fi (Super WiFi),secured a local technical partner to setup a city wide Wi-Fi network (bcus data is KING 😉) and secured N$275mil local funding (debt/equity) for setting up the Wi-Fi network 🙏🏾🙏🏾....#DemshiTelco#082",en,[],[],[],1,0,3,[],[],https://twitter.com/docdee16v/status/1079773866354987008,False,,0,,,,,,,,[],,,,
1079773099019694081,1079773099019694081,2018-12-31 08:15:42 PST,2018-12-31,08:15:42,-0700,13582162,vitorhsb,Vitor Barbosa,,Recommended read on @Medium: “A product manager’s​ perspective on technical debt”  https://t.co/cWiSr1lKiy,en,"[{'screen_name': 'medium', 'name': 'medium', 'id': '571202103'}]",['http://bit.ly/2GLHCd2'],[],0,0,0,[],[],https://twitter.com/vitorhsb/status/1079773099019694081,False,,0,,,,,,,,[],,,,
1079772732731080704,1079772732731080704,2018-12-31 08:14:15 PST,2018-12-31,08:14:15,-0700,182441770,gregpaciga,Gregory Paciga,,Looks like some testing still required: the @TD_Canada mortgage affordability calculator just said I could afford a mortgage that would put me $468 in debt every month. #nothanks  https://t.co/E6RMY2709M,en,"[{'screen_name': 'td_canada', 'name': 'td (canada)', 'id': '128267983'}]",[],['https://pbs.twimg.com/media/DvwfNJ1WsAIBON9.jpg'],1,0,1,['nothanks'],[],https://twitter.com/GregPaciga/status/1079772732731080704,False,,1,https://pbs.twimg.com/media/DvwfNJ1WsAIBON9.jpg,,,,,,,[],,,,
1079769494078271490,1079769494078271490,2018-12-31 08:01:23 PST,2018-12-31,08:01:23,-0700,782865094829105153,ukstarconf,UKSTAR,,Join Andrew Brown at #UKSTARConf 2019 for his talk 'Why Do We Have So Much Technical Debt?' Read all about it here &gt;&gt;  https://t.co/C2EMoF5gKA #SoftwareTesting #SoftwareTestingConference  https://t.co/QVL1LMsI5Y,en,[],['http://bit.ly/2JOFxuG'],['https://pbs.twimg.com/media/DvwcoXmXgAEzKVw.jpg'],0,0,0,"['ukstarconf', 'softwaretesting', 'softwaretestingconference']",[],https://twitter.com/UKSTARconf/status/1079769494078271490,False,,1,https://pbs.twimg.com/media/DvwcoXmXgAEzKVw.jpg,,,,,,,[],,,,
1079769067823742977,1079768556882092032,2018-12-31 07:59:41 PST,2018-12-31,07:59:41,-0700,143624329,kermankohli,Kerman ノ (Hiring),,"7/ Once you’ve created a copy, for every new day insert a row and enter the stats. Everything *should* update automagically. Disclaimer: there’s some technical debt in the formulas that could be cleaned up.",en,[],[],[],1,0,0,[],[],https://twitter.com/kermankohli/status/1079769067823742977,False,,0,,,,,,,,[],,,,
1079760852658675712,1079531055583875072,2018-12-31 07:27:02 PST,2018-12-31,07:27:02,-0700,15770784,dreinidaho,Jeremy Combs,,"@chadstachowicz @joshobrien77 @packetu So, to clarify on my first comment of missing the old days. I miss the old days when IT worked hard to build stable systems that weren’t an operational nightmare to run. Today, the norm seems to be leadership forces decisions that rack up technical debt and operational nightmares",en,[],[],[],0,0,1,[],[],https://twitter.com/dreinidaho/status/1079760852658675712,False,,0,,,,,,,,"[{'screen_name': 'chadstachowicz', 'name': 'Chad Stachowicz', 'id': '101380235'}, {'screen_name': 'joshobrien77', 'name': 'joshobrien77', 'id': '16844678'}, {'screen_name': 'packetu', 'name': 'Paul Stewart', 'id': '14138540'}]",,,,
1079759112433553409,1079759112433553409,2018-12-31 07:20:08 PST,2018-12-31,07:20:08,-0700,366461969,pulseroller,PULSEROLLER,,How to Budget for Your Company's Technical Debt  https://t.co/pwOxPANw05  https://t.co/T2dideNure,en,[],['http://ow.ly/82Y930mPSL7'],['https://pbs.twimg.com/media/DvwTMLiWwAAQ1x6.jpg'],0,0,0,[],[],https://twitter.com/PulseRoller/status/1079759112433553409,False,,1,https://pbs.twimg.com/media/DvwTMLiWwAAQ1x6.jpg,,,,,,,[],,,,
