# of unique users,# of unique languages,total # of mentions,average mentions/tweet,# of tweets with mentions,total # of urls,average urls/tweet,# of tweets with urls,# of tweet with photots,# of tweet with replies,# of tweet with retweets,# of tweet with likes,# of tweet with hashtags
46,5,37,0.4625,28,44,0.55,43,0,7,7,13,22
