id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
7247119392,7247119392,2009-12-31 12:49:34 PST,2009-12-31,12:49:34,-0700,19113697,lynnkale,lynn kale,,RT @jasongorman: This week I saw a codebase so bad I can only assume someone consolidated all their technical debt into one massive loan,en,"[{'screen_name': 'jasongorman', 'name': 'jason gorman (only, more indoors than usual)', 'id': '18771008'}]",[],[],0,0,0,[],[],https://twitter.com/lynnkale/status/7247119392,False,,0,,,,,,,,[],,,,
7238755642,7236495941,2009-12-31 08:21:11 PST,2009-12-31,08:21:11,-0700,14557487,jivedanson,Adam Arseneau,,"@ano_jisho Haha, less technical in nature and more ""I'm shit at talking into a microphone"".  If you can fix that, I'll be in your debt.  :)",en,"[{'screen_name': 'ano_jisho', 'name': 'balthazar stonefield', 'id': '65922613'}]",[],[],0,0,0,[],[],https://twitter.com/jivedanson/status/7238755642,False,,0,,,,,,,,[],,,,
7233656460,7233656460,2009-12-31 05:30:06 PST,2009-12-31,05:30:06,-0700,8101602,nealenssle,Neal Enssle,,@jamesshore on lines of code (LOC) as the best measure of technical debt:  http://bit.ly/6wpNyV #cleancode #metrics #codequality #true,en,"[{'screen_name': 'jamesshore', 'name': 'james shore', 'id': '21046030'}]",[],[],0,0,0,"['cleancode', 'metrics', 'codequality', 'true']",[],https://twitter.com/nealenssle/status/7233656460,False,,0,,,,,,,,[],,,,
7197415429,7197415429,2009-12-30 06:41:45 PST,2009-12-30,06:41:45,-0700,24687513,acarpe,Antonio Carpentieri,,chatting about kind of technical debt,en,[],[],[],0,0,0,[],[],https://twitter.com/acarpe/status/7197415429,False,,0,,,,,,,,[],,,,
7189791400,7189791400,2009-12-29 23:55:50 PST,2009-12-29,23:55:50,-0700,43748484,ploeh,Mark Seemann,,Just created a class called ClaimDefinitionHack. Should be pretty obvious that there's technical debt to be paid later.,en,[],[],[],0,0,0,[],[],https://twitter.com/ploeh/status/7189791400,False,,0,,,,,,,,[],,,,
7172111177,7172111177,2009-12-29 13:19:17 PST,2009-12-29,13:19:17,-0700,15950728,johnny_malloy,Johnny Malloy,,BUSINESS VALUE NOW.  There's no such thing as technical debt.,en,[],[],[],0,0,0,[],[],https://twitter.com/johnny_malloy/status/7172111177,False,,0,,,,,,,,[],,,,
7144550102,7144550102,2009-12-28 18:46:18 PST,2009-12-28,18:46:18,-0700,78765849,nursubekti,nur subekti,,"kasihan ya? RT @nitaeka: @nursubekti td dia nyabut telp,krn byk yg nyari2 dia (debt collector)",in,"[{'screen_name': 'nitaeka', 'name': 'renita eka yulianti', 'id': '266974518'}, {'screen_name': 'nursubekti', 'name': 'nur subekti', 'id': '78765849'}]",[],[],0,0,0,[],[],https://twitter.com/nursubekti/status/7144550102,False,,0,,,,,,,,[],,,,
7099717802,7099717802,2009-12-27 12:38:26 PST,2009-12-27,12:38:26,-0700,26168689,bnease,Black Kevin Arnold,,"RT @JESSR0BINS0N Little chat with the nice people of TDBank call center. Now only $82 in debt. Not nearly as bad!&lt;I hate TD..,bout 2 switch",en,"[{'screen_name': 'jessr0bins0n', 'name': 'jessica robinson', 'id': '709689499'}]",[],[],0,0,0,[],[],https://twitter.com/bnease/status/7099717802,False,,0,,,,,,,,[],,,,
7084238816,7084238816,2009-12-26 23:16:53 PST,2009-12-26,23:16:53,-0700,19479678,a_sir,a_sir,,それなら客観データでTechnical Debtを見せつけて怖がらせてやりたいんだけど、いいアイデアがないなう,ja,[],[],[],0,0,0,[],[],https://twitter.com/a_sir/status/7084238816,False,,0,,,,,,,,[],,,,
7084100794,7084100794,2009-12-26 23:09:40 PST,2009-12-26,23:09:40,-0700,19479678,a_sir,a_sir,,例えばリファクタリングがTechnical Debtを返済する効果が目に入らない人にとっては、「リファクタリングなんてアウトプットに結びつかないところにリソースを投入するのは無駄だしバグを増やすリスクも抱えてしまう」と考えてしまうなど,ja,[],[],[],0,0,1,[],[],https://twitter.com/a_sir/status/7084100794,False,,0,,,,,,,,[],,,,
