# of unique users,# of unique languages,total # of mentions,average mentions/tweet,# of tweets with mentions,total # of urls,average urls/tweet,# of tweets with urls,# of tweet with photots,# of tweet with replies,# of tweet with retweets,# of tweet with likes,# of tweet with hashtags
54,1,20,0.25,20,56,0.7,54,6,17,12,32,22
