# of unique users,# of unique languages,total # of mentions,average mentions/tweet,# of tweets with mentions,total # of urls,average urls/tweet,# of tweets with urls,# of tweet with photots,# of tweet with replies,# of tweet with retweets,# of tweet with likes,# of tweet with hashtags
39,1,59,0.6555555555555556,26,51,0.5666666666666667,51,18,21,30,32,29
