# of unique users,# of unique languages,total # of mentions,average mentions/tweet,# of tweets with mentions,total # of urls,average urls/tweet,# of tweets with urls,# of tweet with photots,# of tweet with replies,# of tweet with retweets,# of tweet with likes,# of tweet with hashtags
98,3,44,0.3142857142857143,37,0,0.0,0,0,0,25,11,37
